precinct,region,district,city,lat,lng,voters,ballots,voted,preterm,atHome,electionDay,Dmitriev,Kanopackaya,Lukashenko,Tikhanovskaya,Cherechen,againstAll,invalidBallots,totalBallots,spoiledBallots,unusedBallots,noReport,violations,TikhanovskayaPercentage,turnout,LukashenkoPercentage,outsideBelarus
07-004-0027,Минск,Октябрьский,Минск,53.849472999999996,27.510495199999998,1265.0,839.0,835,435.0,7.0,393.0,13.0,21,556,122,10.0,61.0,52.0,1350.0,0.0,511.0,False,10.0,0.14610778443113773,0.6632411067193675,0.665868263473054,False
07-004-0028,Минск,Октябрьский,Минск,53.85367420000001,27.518014100000002,2523.0,2106.0,2104,868.0,9.0,1227.0,40.0,26,1109,736,23.0,158.0,12.0,2650.0,0.0,544.0,False,1.0,0.34980988593155893,0.8347205707491082,0.5270912547528517,False
07-004-0030,Минск,Октябрьский,Минск,53.854887100000006,27.5215084,2122.0,1409.0,1401,730.0,6.0,665.0,21.0,35,933,205,17.0,103.0,87.0,2250.0,5.0,838.0,False,,0.14632405424696646,0.6639962299717248,0.6659528907922913,False
07-004-0031,Минск,Октябрьский,Минск,53.860396200000004,27.520101500000003,2094.0,1389.0,1382,720.0,26.0,636.0,21.0,35,921,202,17.0,102.0,84.0,2200.0,811.0,,False,1.0,0.14616497829232997,0.663323782234957,0.6664254703328509,False
07-004-0032,Минск,Октябрьский,Минск,53.876611,27.550996500000004,2925.0,1935.0,1931,292.0,0.0,1643.0,29.0,48,1286,284,23.0,141.0,120.0,3200.0,0.0,4.0,False,11.0,0.1470740548938374,0.6615384615384615,0.6659761781460383,False
07-004-0036,Минск,Октябрьский,Минск,53.880327199999996,27.536021,1889.0,1252.0,1247,650.0,16.0,581.0,19.0,31,830,193,15.0,91.0,68.0,2000.0,0.0,748.0,False,1.0,0.15477145148356056,0.6627845420857597,0.6655974338412189,False
07-004-0037,Минск,Октябрьский,Минск,53.8760154,27.5386082,2370.0,1569.0,1564,815.0,7.0,742.0,23.0,39,1042,230,19.0,114.0,97.0,2500.0,0.0,931.0,False,1.0,0.14705882352941177,0.6620253164556962,0.6662404092071611,False
07-004-0038,Минск,Октябрьский,Минск,53.8760154,27.5386082,1935.0,1280.0,1277,646.0,14.0,617.0,19.0,32,851,188,15.0,93.0,79.0,2050.0,0.0,770.0,False,1.0,0.14722004698512137,0.661498708010336,0.6664056382145653,False
07-004-0040,Минск,Октябрьский,Минск,53.8783003,27.558843300000003,2014.0,1339.0,1331,693.0,12.0,626.0,20.0,33,887,93,16.0,206.0,82.0,2150.0,0.0,811.0,True,,0.06987227648384674,0.6648460774577954,0.6664162283996995,False
07-004-0041,Минск,Октябрьский,Минск,53.8804176,27.5523527,2210.0,1770.0,1769,760.0,8.0,1001.0,22.0,36,1121,311,18.0,117.0,100.0,2550.0,0.0,226.0,False,1.0,0.1758055398530243,0.8009049773755657,0.6336913510457886,False
07-004-0042,Минск,Октябрьский,Минск,53.877733,27.5371831,2531.0,1675.0,1670,871.0,15.0,784.0,25.0,42,1113,117,20.0,251.0,102.0,2700.0,0.0,1025.0,False,10.0,0.07005988023952096,0.6617937574081391,0.6664670658682634,False
07-004-0043,Минск,Октябрьский,Минск,53.880327199999996,27.536021,2076.0,1574.0,1570,714.0,7.0,849.0,21.0,34,1046,236,16.0,133.0,84.0,2200.0,0.0,626.0,False,2.0,0.1503184713375796,0.7581888246628131,0.6662420382165605,False
07-004-0044,Минск,Октябрьский,Минск,53.8817682,27.5354619,2178.0,1446.0,1440,749.0,6.0,685.0,22.0,35,959,211,17.0,106.0,89.0,2300.0,1.0,853.0,False,,0.14652777777777778,0.6639118457300276,0.6659722222222222,False
07-004-0045,Минск,Октябрьский,Минск,53.8806279,27.5429962,2136.0,1415.0,1410,735.0,3.0,672.0,21.0,35,844,206,17.0,204.0,88.0,2250.0,0.0,835.0,False,17.0,0.14609929078014183,0.6624531835205992,0.5985815602836879,False
07-004-0046,Минск,Октябрьский,Минск,53.8806279,27.5429962,2346.0,1551.0,1548,807.0,7.0,734.0,23.0,39,1031,227,19.0,113.0,96.0,2500.0,10.0,939.0,False,28.0,0.146640826873385,0.6611253196930946,0.6660206718346253,False
07-004-0047,Минск,Октябрьский,Минск,53.88068979999999,27.545912199999997,2964.0,2627.0,2623,1020.0,12.0,1591.0,27.0,49,1368,941,23.0,143.0,70.0,3050.0,4.0,419.0,False,19.0,0.3587495234464354,0.886302294197031,0.521540221120854,False
07-004-0050,Минск,Октябрьский,Минск,53.8804176,27.5523527,2691.0,2083.0,2079,926.0,4.0,1153.0,32.0,89,1185,349,39.0,385.0,,,,,False,8.0,0.16786916786916786,0.7740616871051653,0.56998556998557,False
07-004-0051,Минск,Октябрьский,Минск,53.877793000000004,27.556678299999998,2660.0,2058.0,2061,915.0,5.0,1141.0,77.0,128,394,1226,59.0,170.0,7.0,2800.0,3.0,739.0,False,28.0,0.5948568655992237,0.7736842105263158,0.19116933527413876,False
07-004-0053,Минск,Октябрьский,Минск,53.882630000000006,27.560376,1243.0,827.0,822,428.0,6.0,388.0,12.0,21,547,120,10.0,112.0,,,,,False,16.0,0.145985401459854,0.66532582461786,0.6654501216545012,False
07-004-0054,Минск,Октябрьский,Минск,53.882870999999994,27.5584668,2491.0,1996.0,1996,820.0,,1176.0,25.0,41,1147,415,20.0,247.0,101.0,2650.0,0.0,654.0,False,1.0,0.20791583166332667,0.8012846246487354,0.5746492985971944,False
07-004-0055,Минск,Октябрьский,Минск,53.8938988,27.5460609,1549.0,1027.0,1022,533.0,4.0,485.0,15.0,19,681,184,9.0,51.0,63.0,1650.0,0.0,623.0,False,,0.18003913894324852,0.6630083925112976,0.6663405088062623,False
07-005-0002,Минск,Партизанский,Минск,53.92337020000001,27.677462800000004,192.0,192.0,192,,,192.0,3.0,6,82,69,3.0,29.0,,,,,False,,0.359375,1.0,0.4270833333333333,False
07-005-0006,Минск,Партизанский,Минск,53.9109195,27.668400899999995,3010.0,2289.0,2266,712.0,13.0,1541.0,36.0,43,1125,899,9.0,154.0,,,,,False,3.0,0.3967343336275375,0.7604651162790698,0.4964695498676081,False
07-005-0007,Минск,Партизанский,Минск,53.9109195,27.668400899999995,1715.0,1631.0,1631,386.0,16.0,1229.0,30.0,19,547,890,22.0,112.0,11.0,,,,False,1.0,0.545677498467198,0.9510204081632653,0.33537706928264865,False
07-005-0014,Минск,Партизанский,Минск,53.903715500000004,27.617166700000002,2299.0,1525.0,1525,266.0,16.0,1243.0,29.0,34,452,850,37.0,123.0,,2300.0,1.0,774.0,False,1.0,0.5573770491803278,0.6633318834275772,0.2963934426229508,False
07-005-0015,Минск,Партизанский,Минск,53.9038301,27.6186239,2075.0,1287.0,1287,316.0,31.0,940.0,13.0,26,777,193,13.0,205.0,60.0,2000.0,2.0,711.0,False,1.0,0.14996114996114995,0.6202409638554217,0.6037296037296037,False
07-005-0018,Минск,Партизанский,Минск,53.8988559,27.6056521,1620.0,1208.0,1208,196.0,34.0,978.0,24.0,19,585,488,25.0,67.0,,,,,False,2.0,0.40397350993377484,0.745679012345679,0.48427152317880795,False
07-005-0020,Минск,Партизанский,Минск,53.906226600000004,27.580966200000002,1679.0,1427.0,1427,515.0,19.0,893.0,29.0,33,856,214,14.0,257.0,24.0,1800.0,3.0,370.0,True,12.0,0.14996496145760335,0.8499106611078022,0.5998598458304134,False
07-005-0021,Минск,Партизанский,Минск,53.907461600000005,27.577449199999997,1512.0,1182.0,1182,223.0,22.0,937.0,12.0,13,599,480,9.0,54.0,15.0,1600.0,1.0,417.0,True,,0.40609137055837563,0.7817460317460317,0.5067681895093062,False
07-005-0026,Минск,Партизанский,Минск,53.8876936,27.6036054,1810.0,1722.0,1722,344.0,20.0,1358.0,26.0,17,811,704,16.0,148.0,,,,,False,2.0,0.4088269454123113,0.9513812154696133,0.4709639953542393,False
07-005-0029,Минск,Партизанский,Минск,53.889986,27.6143409,1750.0,1569.0,1569,379.0,11.0,1179.0,27.0,21,1049,373,16.0,83.0,,,,,False,,0.2377310388782664,0.8965714285714286,0.668578712555768,False
07-005-0034,Минск,Партизанский,Минск,53.901652500000004,27.6515271,2292.0,2062.0,2062,775.0,7.0,1287.0,32.0,33,998,782,21.0,163.0,33.0,2100.0,1.0,38.0,False,8.0,0.3792434529582929,0.8996509598603839,0.483996120271581,False
07-005-0037,Минск,Партизанский,Минск,53.8939686,27.6563559,2315.0,2088.0,2088,423.0,10.0,1655.0,50.0,34,565,1259,27.0,138.0,15.0,2232.0,,144.0,True,1.0,0.6029693486590039,0.9019438444924406,0.2705938697318008,False
07-006-0001,Минск,Первомайский,Минск,53.90694620000001,27.6034586,1001.0,672.0,669,405.0,14.0,250.0,18.0,27,428,50,16.0,96.0,34.0,1054.0,2.0,380.0,False,1.0,0.07473841554559044,0.6713286713286714,0.6397608370702541,False
