precinct,region,district,city,lat,lng,voters,ballots,voted,preterm,atHome,electionDay,Dmitriev,Kanopackaya,Lukashenko,Tikhanovskaya,Cherechen,againstAll,invalidBallots,totalBallots,spoiledBallots,unusedBallots,noReport,violations,TikhanovskayaPercentage,turnout,LukashenkoPercentage,outsideBelarus
02-074-0018,Витебская,Новополоцк,Новополоцк,55.522352500000004,28.669010600000004,2078.0,1611.0,1599,552.0,35.0,1012.0,32.0,4,992,432,11.0,128.0,,,,,False,,0.2701688555347092,0.7752646775745909,0.6203877423389619,False
02-074-0019,Витебская,Новополоцк,Новополоцк,55.522352500000004,28.669010600000004,1738.0,1538.0,1538,595.0,62.0,881.0,22.0,21,793,574,16.0,112.0,,,,,False,,0.3732119635890767,0.8849252013808976,0.5156046814044213,False
02-074-0023,Витебская,Новополоцк,Новополоцк,55.5247696,28.678143199999997,2015.0,1833.0,1833,679.0,30.0,1124.0,27.0,22,1127,509,33.0,92.0,23.0,2004.0,0.0,171.0,False,,0.27768685215493727,0.9096774193548387,0.6148390616475723,False
02-075-0001,Витебская,Оршанский,Орша,54.49923689999999,30.402210399999998,1476.0,1261.0,1261,528.0,64.0,669.0,5.0,13,1059,163,10.0,11.0,,1548.0,,287.0,False,2.0,0.12926249008723237,0.8543360433604336,0.8398096748612213,False
02-075-0002,Витебская,Оршанский,Орша,54.509627,30.428712,1504.0,1388.0,1388,630.0,23.0,735.0,14.0,4,1166,175,4.0,25.0,,,,,False,,0.1260806916426513,0.9228723404255319,0.840057636887608,False
02-075-0005,Витебская,Оршанский,Орша,54.5333594,30.445325300000004,1351.0,896.0,896,234.0,65.0,597.0,16.0,14,393,378,21.0,74.0,,,,,False,,0.421875,0.6632124352331606,0.43861607142857145,False
02-075-0006,Витебская,Оршанский,Орша,54.51256,30.4251007,1408.0,1259.0,1259,638.0,78.0,543.0,8.0,32,1062,69,11.0,77.0,,,,,False,,0.05480540111199365,0.8941761363636364,0.8435266084193804,False
02-075-0007,Витебская,Оршанский,Орша,54.5261476,30.438318100000004,1826.0,1681.0,1681,803.0,146.0,732.0,21.0,38,1442,65,46.0,69.0,,,,,False,7.0,0.03866745984533016,0.920591456736035,0.8578227245687091,False
02-075-0008,Витебская,Оршанский,Орша,54.51862070000001,30.4306553,1960.0,1764.0,1764,1178.0,72.0,514.0,7.0,19,1482,149,9.0,91.0,7.0,2004.0,,240.0,False,12.0,0.0844671201814059,0.9,0.8401360544217688,False
02-075-0010,Витебская,Оршанский,Орша,54.5295173,30.440563,1645.0,1459.0,1459,650.0,81.0,728.0,8.0,20,1226,85,15.0,101.0,4.0,1725.0,1.0,265.0,False,,0.058259081562714185,0.8869300911854103,0.840301576422207,False
02-075-0013,Витебская,Оршанский,Орша,54.51256,30.4251007,1751.0,1488.0,1488,637.0,41.0,810.0,25.0,22,1249,135,14.0,30.0,12.0,1837.0,1.0,348.0,False,,0.0907258064516129,0.8498001142204454,0.8393817204301075,False
02-075-0019,Витебская,Оршанский,Орша,54.5105502,30.414555100000005,1414.0,1293.0,1293,583.0,98.0,612.0,13.0,7,1082,160,16.0,15.0,,1483.0,,190.0,False,,0.12374323279195669,0.9144271570014144,0.8368136117556071,False
02-075-0021,Витебская,Оршанский,Орша,54.5000946,30.403711600000005,1736.0,1493.0,1493,647.0,56.0,790.0,7.0,19,1254,98,16.0,99.0,,,,,False,5.0,0.06563965170797052,0.8600230414746544,0.8399196249162759,False
02-075-0028,Витебская,Оршанский,Орша,54.493129,30.4275489,2313.0,2012.0,2012,815.0,104.0,1093.0,6.0,14,1690,141,10.0,142.0,9.0,2426.0,,414.0,False,,0.07007952286282307,0.8698659749243407,0.8399602385685885,False
02-075-0033,Витебская,Оршанский,Орша,54.511869,30.414738800000002,1473.0,1340.0,1340,603.0,154.0,583.0,5.0,23,1192,35,11.0,47.0,27.0,1545.0,0.0,205.0,False,,0.026119402985074626,0.9097080787508486,0.8895522388059701,False
02-075-0038,Витебская,Оршанский,Орша,54.4843491,30.4103183,2402.0,2041.0,2040,998.0,143.0,900.0,48.0,23,1734,185,16.0,17.0,18.0,2331.0,1.0,289.0,False,24.0,0.09068627450980392,0.8497085761865112,0.85,False
02-075-0043,Витебская,Оршанский,Орша,54.512003,30.395930199999995,2175.0,1892.0,1892,779.0,190.0,923.0,12.0,38,1608,101,15.0,118.0,,,,,False,4.0,0.05338266384778013,0.8698850574712643,0.8498942917547568,False
02-075-0049,Витебская,Оршанский,Орша,54.503564299999994,30.3693277,1018.0,898.0,898,311.0,181.0,406.0,6.0,16,772,36,8.0,51.0,9.0,1068.0,,170.0,False,,0.0400890868596882,0.8821218074656189,0.8596881959910914,False
02-075-0051,Витебская,Оршанский,Орша,54.50431510000001,30.371215399999997,1026.0,948.0,948,379.0,75.0,494.0,9.0,14,796,81,11.0,33.0,4.0,1076.0,,128.0,False,,0.08544303797468354,0.9239766081871345,0.8396624472573839,False
02-075-0052,Витебская,Оршанский,г. Барань,54.51256,30.4251007,2234.0,1952.0,1952,744.0,26.0,1182.0,12.0,53,1668,87,20.0,112.0,,,,,False,2.0,0.04456967213114754,0.873769024171889,0.8545081967213115,False
02-075-0053,Витебская,Оршанский,г. Барань,54.48172099999999,30.3112767,1791.0,1523.0,1517,501.0,162.0,854.0,48.0,19,1238,112,26.0,74.0,,,,,False,1.0,0.07382992748846408,0.8503629257398102,0.8160843770599868,False
02-075-0056,Витебская,Оршанский,г. Барань,54.4752465,30.317200699999997,921.0,805.0,804,206.0,147.0,451.0,5.0,9,675,54,7.0,54.0,,,,,False,1.0,0.06716417910447761,0.8740499457111836,0.8395522388059702,False
02-075-0059,Витебская,Оршанский,г.п. Болбасово,54.4200661,30.284846899999998,1443.0,1309.0,1309,515.0,89.0,705.0,5.0,12,1102,72,9.0,109.0,,,,,False,,0.05500381970970206,0.9071379071379071,0.8418640183346066,False
02-075-0070,Витебская,Оршанский,г.п. Ореховск,54.696065399999995,30.504200300000004,1789.0,1620.0,1620,490.0,111.0,1019.0,14.0,21,1362,73,18.0,132.0,,,,,False,,0.04506172839506173,0.9055338177752935,0.8407407407407408,False
02-075-0075,Витебская,Оршанский,аг. Бабиничи,54.5296127,30.3627277,1725.0,1554.0,1554,593.0,13.0,948.0,17.0,30,1298,182,15.0,10.0,2.0,,,,False,,0.11711711711711711,0.9008695652173913,0.8352638352638353,False
02-076-0001,Витебская,Полоцкий,Полоцк,55.4855933,28.787363300000003,1536.0,1330.0,1322,369.0,159.0,794.0,12.0,6,1150,88,13.0,53.0,,,,,False,,0.06656580937972768,0.8658854166666666,0.869894099848714,False
02-076-0008,Витебская,Полоцкий,Полоцк,55.498836600000004,28.7484516,2082.0,1936.0,1936,837.0,9.0,1090.0,45.0,11,1221,546,18.0,95.0,,,,,False,,0.28202479338842973,0.9298751200768491,0.6306818181818182,False
02-076-0020,Витебская,Полоцкий,Полоцк,55.4882555,28.773686699999995,1684.0,1436.0,1436,787.0,48.0,601.0,4.0,9,1205,181,5.0,32.0,,,,,False,,0.12604456824512536,0.8527315914489311,0.8391364902506964,False
02-076-0025,Витебская,Полоцкий,Полоцк,55.4691022,28.763867100000002,1527.0,1298.0,1298,332.0,130.0,836.0,16.0,14,1099,96,25.0,43.0,5.0,1605.0,,307.0,False,,0.07395993836671803,0.8500327439423707,0.8466872110939908,False
02-076-0039,Витебская,Полоцкий,аг.Гомель,52.43133879999999,30.99367,467.0,441.0,441,213.0,126.0,102.0,5.0,4,369,51,4.0,7.0,1.0,490.0,,49.0,False,,0.11564625850340136,0.9443254817987152,0.8367346938775511,False
02-076-0040,Витебская,Полоцкий,аг.Заозерье,55.48906070000001,28.7768045,511.0,477.0,477,224.0,154.0,99.0,5.0,4,399,57,2.0,8.0,2.0,537.0,,60.0,False,,0.11949685534591195,0.9334637964774951,0.8364779874213837,False
02-077-0001,Витебская,Поставский,Поставы,55.127003,26.829314299999997,1416.0,1306.0,1306,431.0,143.0,732.0,23.0,8,754,402,39.0,71.0,9.0,1440.0,0.0,134.0,False,1.0,0.30781010719754975,0.922316384180791,0.5773353751914242,False
02-077-0006,Витебская,Поставский,Поставы,55.1081029,26.8496722,1895.0,1465.0,1465,345.0,133.0,987.0,13.0,11,1072,322,12.0,35.0,,,,,False,,0.2197952218430034,0.7730870712401056,0.731740614334471,False
02-077-0007,Витебская,Поставский,Поставы,55.1124934,26.8390172,1422.0,1056.0,1056,710.0,32.0,314.0,14.0,10,813,187,11.0,21.0,,,,,False,,0.17708333333333334,0.7426160337552743,0.7698863636363636,False
02-077-0008,Витебская,Поставский,Поставы,55.1160907,26.8814474,2784.0,2177.0,2175,730.0,106.0,1339.0,38.0,17,1503,480,46.0,46.0,45.0,2890.0,,613.0,False,,0.2206896551724138,0.7819683908045977,0.6910344827586207,False
02-077-0016,Витебская,Поставский,г.п. Лынтупы,55.0489334,26.3108542,1346.0,1117.0,1117,316.0,272.0,529.0,43.0,15,624,351,29.0,55.0,,,,,False,2.0,0.3142345568487019,0.8298662704309064,0.55863921217547,False
02-077-0019,Витебская,Поставский,г.п. Воропаево,55.139142299999996,27.2073017,1203.0,999.0,999,320.0,132.0,547.0,32.0,15,389,475,27.0,61.0,,,,,True,,0.4754754754754755,0.830423940149626,0.3893893893893894,False
02-078-0008,Витебская,Россонский,аг. Краснополье,55.9008577,28.858053100000003,806.0,730.0,730,273.0,272.0,185.0,6.0,9,663,27,9.0,16.0,,,,,False,1.0,0.036986301369863014,0.9057071960297767,0.9082191780821918,False
02-081-0001,Витебская,Ушачский,г.п. Ушачи,55.1791479,28.616,2020.0,1493.0,1493,479.0,27.0,987.0,45.0,24,521,721,32.0,134.0,16.0,2110.0,,617.0,False,,0.48292029470864034,0.7391089108910891,0.34896182183523106,False
02-082-0020,Витебская,Чашникский,г. Новолукомль,54.6525499,29.137257,2965.0,2919.0,2919,1361.0,37.0,1521.0,70.0,41,1439,1027,79.0,240.0,23.0,2957.0,1.0,37.0,False,1.0,0.35183281945871875,0.9844856661045531,0.49297704693388145,False
02-143-0005,Витебская,Витебский,аг.Вороны,54.0556453,25.0293862,1053.0,899.0,899,326.0,302.0,271.0,19.0,10,451,331,13.0,,,1105.0,11.0,206.0,False,,0.3681868743047831,0.8537511870845205,0.5016685205784205,False
02-143-0008,Витебская,Витебский,аг.Зароново,55.301564500000005,29.895462,373.0,312.0,312,98.0,63.0,151.0,2.0,4,232,62,2.0,10.0,,,,,False,1.0,0.1987179487179487,0.8364611260053619,0.7435897435897436,False
02-143-0009,Витебская,Витебский,д.Пестуница,55.2723439,29.9831865,507.0,460.0,460,93.0,202.0,165.0,2.0,18,341,92,2.0,5.0,,539.0,,79.0,False,3.0,0.2,0.9072978303747534,0.741304347826087,False
02-143-0016,Витебская,Витебский,д.Лужесно,55.2539026,30.1394168,1525.0,1296.0,1296,358.0,135.0,803.0,38.0,23,591,531,28.0,85.0,,1564.0,,268.0,False,,0.4097222222222222,0.8498360655737704,0.45601851851851855,False
02-143-0019,Витебская,Витебский,аг.Новка,55.1341733,30.150297100000003,2377.0,1946.0,1946,736.0,98.0,1112.0,36.0,25,957,764,40.0,124.0,,,,,False,8.0,0.3926002055498458,0.8186790071518721,0.49177800616649536,False
02-143-0022,Витебская,Витебский,аг.Октябрьская,55.1283655,30.2593585,2486.0,1787.0,1787,494.0,308.0,984.0,59.0,15,1063,470,79.0,101.0,,,,,False,,0.2630106323447118,0.7188254223652454,0.5948517067711248,False
03-017-0002,Гомельская,Гомель - Новобелицкий,Гомель,52.4023898,31.040035999999997,1247.0,1026.0,1022,498.0,16.0,508.0,7.0,29,812,71,5.0,98.0,,,,,False,2.0,0.06947162426614481,0.8227746591820368,0.7945205479452054,False
03-017-0014,Гомельская,Гомель - Новобелицкий,Гомель,52.373155600000004,31.019278399999997,2799.0,2276.0,2272,1324.0,40.0,908.0,28.0,68,1862,131,23.0,129.0,31.0,2950.0,1.0,673.0,False,3.0,0.05765845070422535,0.8131475526973919,0.8195422535211268,False
03-017-0031,Гомельская,Гомель - Новобелицкий,Гомель,52.358571000000005,31.0245735,1786.0,1464.0,1460,865.0,33.0,562.0,11.0,41,1189,68,10.0,141.0,,,,,False,,0.04657534246575343,0.8197088465845465,0.8143835616438356,False
03-018-0006,Гомельская,Гомель - Советский,Гомель,52.426604600000005,30.953696899999997,2299.0,1928.0,1924,1181.0,112.0,631.0,19.0,51,1625,101,11.0,117.0,,,,,False,18.0,0.0524948024948025,0.8386254893431927,0.8445945945945946,False
03-018-0020,Гомельская,Гомель - Советский,Гомель,52.4181423,30.986005199999997,2719.0,2257.0,2254,1368.0,61.0,825.0,15.0,21,1874,131,10.0,203.0,,,,,False,,0.058118899733806566,0.8300845899227657,0.831410825199645,False
03-018-0021,Гомельская,Гомель - Советский,Гомель,52.3986854,30.9602091,1932.0,1618.0,1615,984.0,85.0,546.0,13.0,121,1221,139,11.0,101.0,9.0,2100.0,2.0,480.0,False,4.0,0.08606811145510836,0.8374741200828157,0.7560371517027864,False
03-018-0028,Гомельская,Гомель - Советский,Гомель,52.409507399999995,30.980286600000003,2848.0,2383.0,2379,1409.0,49.0,921.0,31.0,91,1927,179,21.0,130.0,,,,,False,1.0,0.07524169819251786,0.8367275280898876,0.8100042034468264,False
03-018-0037,Гомельская,Гомель - Советский,Гомель,52.4066521,30.946392100000004,1602.0,1336.0,1332,866.0,91.0,375.0,18.0,101,887,128,26.0,172.0,,,,,True,1.0,0.0960960960960961,0.8339575530586767,0.6659159159159159,False
03-018-0044,Гомельская,Гомель - Советский,Гомель,52.402797899999996,30.927263,2227.0,1864.0,1859,1109.0,98.0,653.0,11.0,21,1376,191,13.0,247.0,,,,,False,13.0,0.10274341043571812,0.8370004490345757,0.7401828940290479,False
03-018-0048,Гомельская,Гомель - Советский,Гомель,52.41110629999999,30.9257087,2339.0,1991.0,1988,1252.0,128.0,608.0,13.0,64,1374,223,19.0,288.0,7.0,2400.0,2.0,407.0,False,8.0,0.11217303822937626,0.8512184694313809,0.6911468812877264,False
03-018-0059,Гомельская,Гомель - Советский,Гомель,52.4017103,30.913780600000003,2669.0,2221.0,2219,1419.0,90.0,710.0,52.0,104,1748,136,19.0,144.0,16.0,2800.0,11.0,568.0,False,8.0,0.06128886885984678,0.8321468714874485,0.7877422262280307,False
03-019-0004,Гомельская,Гомель - Железнодорожный,Гомель,52.48065210000001,31.019390899999998,2459.0,2073.0,2068,1301.0,18.0,749.0,19.0,67,1653,169,18.0,130.0,12.0,2553.0,2.0,478.0,False,6.0,0.08172147001934237,0.8430256201708012,0.7993230174081238,False
03-019-0010,Гомельская,Гомель - Железнодорожный,Гомель,52.4740671,31.016007300000002,2455.0,2041.0,2037,247.0,107.0,1683.0,25.0,49,1650,138,20.0,151.0,4.0,2564.0,3.0,520.0,False,3.0,0.06774668630338733,0.8313645621181263,0.8100147275405007,False
03-019-0015,Гомельская,Гомель - Железнодорожный,Гомель,52.5410703,30.906955,2106.0,2295.0,2291,1388.0,54.0,849.0,23.0,14,1889,166,21.0,178.0,,,,,False,7.0,0.07245744216499345,1.0897435897435896,0.8245307725883894,False
03-019-0019,Гомельская,Гомель - Железнодорожный,Гомель,52.4566978,31.0007406,2524.0,2383.0,2380,1187.0,37.0,1156.0,19.0,85,1665,444,25.0,142.0,,,,,False,,0.1865546218487395,0.944136291600634,0.6995798319327731,False
03-019-0024,Гомельская,Гомель - Железнодорожный,Гомель,52.4412058,30.994601399999997,2290.0,1906.0,1902,1102.0,27.0,773.0,24.0,80,1552,136,18.0,92.0,,,,,False,3.0,0.07150368033648791,0.8323144104803494,0.8159831756046267,False
03-019-0025,Гомельская,Гомель - Железнодорожный,Гомель,52.4412058,30.994601399999997,1459.0,1214.0,1212,774.0,14.0,424.0,17.0,69,957,86,14.0,69.0,,,,,False,,0.07095709570957096,0.8320767649074708,0.7896039603960396,False
03-019-0037,Гомельская,Гомель - Железнодорожный,Гомель,52.45230359999999,30.9637907,1948.0,1611.0,1608,959.0,27.0,622.0,14.0,68,1280,116,29.0,101.0,,,,,False,,0.07213930348258707,0.8270020533880903,0.7960199004975125,False
03-019-0045,Гомельская,Гомель - Железнодорожный,Гомель,52.44754720000001,30.9652778,2412.0,2043.0,2039,1272.0,29.0,738.0,25.0,134,1610,146,21.0,103.0,,,,,False,,0.0716037273173124,0.8470149253731343,0.7896027464443355,False
03-019-0049,Гомельская,Гомель - Железнодорожный,Гомель,52.43133879999999,30.99367,2256.0,1468.0,1468,494.0,13.0,961.0,43.0,22,640,620,38.0,92.0,13.0,2365.0,0.0,897.0,False,2.0,0.4223433242506812,0.650709219858156,0.4359673024523161,False
03-020-0001,Гомельская,Гомель - Центральный,Гомель,52.4193495,31.008817800000003,657.0,524.0,523,319.0,3.0,201.0,7.0,11,414,40,10.0,41.0,,,,,False,,0.07648183556405354,0.7975646879756468,0.7915869980879541,False
03-020-0019,Гомельская,Гомель - Центральный,Гомель,52.4381869,31.0017451,1293.0,1055.0,1053,644.0,42.0,367.0,16.0,29,806,99,21.0,82.0,,,,,False,,0.09401709401709402,0.8159319412219644,0.7654320987654321,False
03-020-0021,Гомельская,Гомель - Центральный,Гомель,52.4511728,30.994139899999997,2210.0,1803.0,1799,1126.0,12.0,661.0,20.0,52,1420,140,25.0,82.0,60.0,2287.0,1.0,483.0,True,1.0,0.07782101167315175,0.8158371040723982,0.7893274041133963,False
03-020-0024,Гомельская,Гомель - Центральный,Гомель,52.4475879,31.001299,962.0,785.0,783,479.0,31.0,273.0,11.0,23,601,77,10.0,35.0,26.0,1000.0,3.0,212.0,False,2.0,0.0983397190293742,0.816008316008316,0.7675606641123882,False
03-020-0026,Гомельская,Гомель - Центральный,Гомель,52.448956200000005,31.0198848,2603.0,2123.0,2119,1296.0,16.0,807.0,36.0,69,1655,171,21.0,167.0,,,,,False,7.0,0.08069844266163284,0.815597387629658,0.7810287871637565,False
03-020-0035,Гомельская,Гомель - Центральный,Гомель,52.46032370000001,31.0221701,2972.0,2424.0,2421,1501.0,4.0,916.0,24.0,89,1851,224,43.0,161.0,29.0,3121.0,3.0,694.0,False,1.0,0.09252375051631558,0.8156123822341858,0.7645600991325898,False
03-020-0036,Гомельская,Гомель - Центральный,Гомель,52.453917700000005,31.030887899999996,2962.0,3416.0,2411,1425.0,96.0,890.0,36.0,60,1878,216,32.0,109.0,80.0,3110.0,4.0,690.0,False,11.0,0.08958938199917046,1.1532748143146523,0.7789299046038988,False
03-020-0037,Гомельская,Гомель - Центральный,Гомель,52.453917700000005,31.030887899999996,2643.0,2156.0,2152,1322.0,86.0,744.0,39.0,73,1661,174,36.0,128.0,41.0,2775.0,0.0,619.0,False,2.0,0.08085501858736059,0.8157396897465002,0.7718401486988847,False
03-020-0038,Гомельская,Гомель - Центральный,Гомель,52.453917700000005,31.030887899999996,2962.0,2416.0,2411,1425.0,96.0,890.0,36.0,60,1878,216,32.0,189.0,,,,,False,9.0,0.08958938199917046,0.8156650911546253,0.7789299046038988,False
03-020-0039,Гомельская,Гомель - Центральный,Гомель,52.453917700000005,31.030887899999996,1875.0,1529.0,1525,943.0,2.0,580.0,13.0,44,1186,140,21.0,99.0,22.0,1968.0,1.0,438.0,False,5.0,0.09180327868852459,0.8154666666666667,0.7777049180327869,False
03-085-0009,Гомельская,Брагинский,д. Кривча,51.7397379,30.4297484,190.0,187.0,187,130.0,10.0,47.0,1.0,1,173,7,1.0,3.0,1.0,199.0,0.0,12.0,False,2.0,0.0374331550802139,0.9842105263157894,0.9251336898395722,False
03-086-0009,Гомельская,Буда-Кошелевский,д. Старая Буда,52.61362,30.4349252,337.0,318.0,318,199.0,11.0,108.0,2.0,1,278,33,0.0,2.0,2.0,,,,False,4.0,0.10377358490566038,0.9436201780415431,0.8742138364779874,False
03-087-0009,Гомельская,Ветковский,д. Хальч,52.565705,31.131444399999996,907.0,851.0,851,445.0,28.0,378.0,5.0,16,763,47,3.0,15.0,2.0,930.0,,79.0,False,,0.055229142185663924,0.938257993384785,0.8965922444183314,False
03-087-0013,Гомельская,Ветковский,г. Ветка,52.5633659,31.175498600000005,2338.0,2230.0,2228,1461.0,6.0,761.0,37.0,72,1997,16,16.0,90.0,,,,,False,,0.00718132854578097,0.9538066723695466,0.8963195691202872,False
03-087-0014,Гомельская,Ветковский,г. Ветка,52.556406700000004,31.182883,1763.0,1630.0,1628,1034.0,17.0,577.0,30.0,103,1415,57,12.0,11.0,,,,,False,1.0,0.03501228501228501,0.9245604083947816,0.8691646191646192,False
03-088-0027,Гомельская,Добрушский,аг. Ленино,52.1830828,31.6792864,583.0,555.0,555,356.0,67.0,132.0,12.0,7,411,108,6.0,11.0,,,,,False,,0.1945945945945946,0.9519725557461407,0.7405405405405405,False
03-091-0001,Гомельская,Жлобинский,Жлобин,52.88795,29.997529800000002,733.0,603.0,603,100.0,36.0,467.0,9.0,7,228,303,13.0,43.0,,,,,False,3.0,0.5024875621890548,0.8226466575716235,0.3781094527363184,False
03-091-0005,Гомельская,Жлобинский,Жлобин,52.893198,30.0419635,1918.0,1782.0,1779,409.0,,1370.0,37.0,13,1035,580,34.0,80.0,,,,,False,7.0,0.3260258572231591,0.9290928050052137,0.581787521079258,False
03-091-0009,Гомельская,Жлобинский,Жлобин,52.8829821,30.046913399999998,1308.0,1083.0,1083,282.0,27.0,773.0,14.0,11,652,331,14.0,61.0,,,,,False,13.0,0.3056325023084026,0.8279816513761468,0.6020313942751616,False
03-091-0012,Гомельская,Жлобинский,Жлобин,52.8951699,30.053823100000002,1450.0,1240.0,1238,698.0,26.0,514.0,9.0,28,883,205,5.0,108.0,,,,,False,1.0,0.16558966074313408,0.8551724137931035,0.7132471728594507,False
03-091-0014,Гомельская,Жлобинский,Жлобин,52.895283,30.038961800000003,1605.0,1155.0,1155,292.0,13.0,850.0,24.0,13,416,575,18.0,109.0,,,,,False,3.0,0.49783549783549785,0.719626168224299,0.3601731601731602,False
03-091-0015,Гомельская,Жлобинский,Жлобин,52.892275,30.0364782,1462.0,1422.0,1422,765.0,63.0,594.0,9.0,7,853,476,3.0,65.0,9.0,1540.0,2.0,116.0,False,,0.33473980309423346,0.9726402188782489,0.59985935302391,False
03-091-0016,Гомельская,Жлобинский,Жлобин,52.8944307,30.020901000000002,1010.0,939.0,939,233.0,44.0,662.0,20.0,17,322,492,20.0,68.0,,,,,False,,0.5239616613418531,0.9297029702970298,0.34291799787007454,False
03-091-0017,Гомельская,Жлобинский,Жлобин,52.901457799999996,30.0154979,2180.0,1984.0,1984,1144.0,20.0,820.0,42.0,74,1361,359,62.0,72.0,14.0,2310.0,0.0,326.0,False,,0.18094758064516128,0.9100917431192661,0.6859879032258065,False
03-091-0018,Гомельская,Жлобинский,Жлобин,52.905054099999994,30.013839100000002,1048.0,711.0,711,161.0,10.0,540.0,23.0,5,227,389,12.0,52.0,6.0,1020.0,0.0,309.0,False,1.0,0.5471167369901547,0.6784351145038168,0.31926863572433195,False
03-091-0019,Гомельская,Жлобинский,Жлобин,52.8982683,30.049576199999997,1720.0,1440.0,1440,352.0,127.0,961.0,11.0,12,983,421,8.0,0.0,5.0,1800.0,1.0,359.0,False,,0.2923611111111111,0.8372093023255814,0.6826388888888889,False
03-091-0021,Гомельская,Жлобинский,Жлобин,52.90701729999999,30.0384412,2059.0,1788.0,1788,680.0,14.0,1094.0,24.0,10,811,797,36.0,110.0,,,,,False,,0.4457494407158837,0.868382710053424,0.45357941834451904,False
03-091-0022,Гомельская,Жлобинский,Жлобин,52.9044991,30.048580100000002,2235.0,1894.0,1883,447.0,5.0,1431.0,32.0,18,902,754,46.0,131.0,,,,,False,,0.40042485395645244,0.847427293064877,0.4790228359001593,False
03-091-0023,Гомельская,Жлобинский,Жлобин,52.893198,30.0419635,2707.0,2523.0,2523,571.0,6.0,1946.0,40.0,24,1837,428,20.0,160.0,14.0,2860.0,1.0,336.0,False,1.0,0.16963931827189854,0.9320280753601773,0.7281014665081252,False
03-091-0024,Гомельская,Жлобинский,Жлобин,52.893198,30.0419635,2464.0,1773.0,1773,327.0,2.0,1446.0,22.0,16,346,1205,47.0,137.0,,,,,False,3.0,0.679639029892837,0.7195616883116883,0.19514946418499718,False
03-091-0026,Гомельская,Жлобинский,Жлобин,52.9037559,30.041834700000003,2700.0,2488.0,2487,940.0,9.0,1538.0,56.0,23,799,1369,56.0,184.0,,,,,False,2.0,0.5504624045034178,0.9214814814814815,0.32127060715721756,False
03-091-0027,Гомельская,Жлобинский,Жлобин,52.909241,30.039905100000002,2550.0,2238.0,2238,434.0,5.0,1799.0,61.0,24,558,1446,58.0,72.0,19.0,2660.0,2.0,420.0,False,,0.646112600536193,0.8776470588235294,0.24932975871313673,False
03-091-0028,Гомельская,Жлобинский,Жлобин,52.9037559,30.041834700000003,1660.0,1447.0,1447,516.0,7.0,924.0,28.0,11,974,361,15.0,55.0,3.0,1740.0,0.0,293.0,False,,0.24948168624740844,0.8716867469879518,0.6731167933655839,False
03-091-0029,Гомельская,Жлобинский,Жлобин,52.869721999999996,30.008611,2212.0,1763.0,1763,417.0,8.0,1337.0,30.0,10,1118,474,29.0,102.0,,2320.0,1.0,557.0,False,3.0,0.2688598979013046,0.7970162748643761,0.6341463414634146,False
03-091-0030,Гомельская,Жлобинский,Жлобин,52.893198,30.0419635,1910.0,1627.0,1626,596.0,12.0,1018.0,41.0,16,699,687,41.0,142.0,,,,,False,,0.4225092250922509,0.8518324607329842,0.42988929889298894,False
03-091-0031,Гомельская,Жлобинский,Жлобин,52.855592,29.99688,2151.0,2011.0,2009,1221.0,34.0,754.0,14.0,46,1716,122,9.0,102.0,,,,,False,,0.06072672971627675,0.9349139934913994,0.8541562966650075,False
03-091-0032,Гомельская,Жлобинский,Жлобин,52.909241,30.039905100000002,2435.0,2271.0,2271,463.0,12.0,1796.0,46.0,24,527,1428,51.0,172.0,23.0,2550.0,1.0,278.0,False,,0.6287978863936592,0.9326488706365503,0.23205636283575518,False
03-091-0033,Гомельская,Жлобинский,Жлобин,52.9105934,30.047131300000004,2413.0,2139.0,2139,1120.0,67.0,952.0,15.0,49,941,884,9.0,241.0,,,,,False,,0.41327723235156616,0.8864484044757563,0.43992519869097707,False
03-091-0036,Гомельская,Жлобинский,Стрешин,52.72781020000001,30.1064598,814.0,605.0,604,180.0,52.0,373.0,8.0,7,287,256,13.0,33.0,,,,,False,7.0,0.423841059602649,0.7432432432432432,0.47516556291390727,False
03-091-0043,Гомельская,Жлобинский,Красный Берег,52.9638299,29.785138800000002,621.0,514.0,512,171.0,17.0,324.0,19.0,10,283,160,9.0,31.0,,,,,False,,0.3125,0.8276972624798712,0.552734375,False
03-091-0046,Гомельская,Жлобинский,Лукский,52.970990500000006,29.959108899999997,1117.0,916.0,916,303.0,53.0,560.0,21.0,7,470,331,18.0,58.0,11.0,1170.0,,254.0,False,,0.361353711790393,0.8200537153088631,0.5131004366812227,False
03-091-0047,Гомельская,Жлобинский,Новые Луки,52.95244649999999,29.9997817,875.0,703.0,703,222.0,187.0,294.0,20.0,8,400,223,16.0,36.0,,,,,False,,0.31721194879089615,0.8034285714285714,0.5689900426742532,False
03-091-0048,Гомельская,Жлобинский,Ректа,52.9837644,29.9308294,602.0,465.0,465,186.0,64.0,215.0,8.0,5,262,161,8.0,21.0,,,,,False,,0.34623655913978496,0.7724252491694352,0.5634408602150538,False
03-092-0004,Гомельская,Калинковичский,г. Калинковичи,52.1255078,29.3231984,1187.0,1097.0,1093,681.0,33.0,379.0,9.0,32,940,67,8.0,37.0,,,,,False,3.0,0.06129917657822507,0.9241786015164279,0.8600182982616651,False
03-092-0024,Гомельская,Калинковичский,г. Калинковичи,52.128834399999995,29.3340448,701.0,651.0,650,409.0,19.0,222.0,7.0,14,560,50,7.0,12.0,,,,,False,1.0,0.07692307692307693,0.9286733238231099,0.8615384615384616,False
